order_id,customer_id,product_id,product_category,order_date,quantity,unit_price,total_price,region
1361,CUST036221,PROD0164,Electronics,2024-05-14,4,97.53,390.12,North
1362,CUST041875,PROD0138,Electronics,2024-02-25,2,611.9,1223.8,East
1363,CUST013860,PROD0034,Home,2023-02-02,5,644.63,3223.15,South
1364,CUST050461,PROD0117,Home,2024-12-31,5,460.43,2302.15,North
1365,CUST031420,PROD0099,Electronics,2023-10-24,4,609.03,2436.12,West
1366,CUST008706,PROD0058,Clothing,2024-08-29,2,777.11,1554.22,North
1367,CUST042881,PROD0104,Books,2024-03-03,3,519.66,1558.98,North
1368,CUST023237,PROD0091,Books,2023-05-06,3,728.71,2186.13,East
1369,CUST087956,PROD0139,Home,2023-08-03,1,171.55,171.55,North
1370,CUST085515,PROD0140,Electronics,2023-07-20,3,302.98,908.94,South
1371,CUST015359,PROD0189,Electronics,2024-04-03,2,426.38,852.76,South
1372,CUST099714,PROD0134,Clothing,2024-03-12,2,397.86,795.72,South
1373,CUST094915,PROD0177,Electronics,2024-02-07,1,409.32,409.32,West
1374,CUST076919,PROD0077,Electronics,2024-02-04,3,596.03,1788.09,South
1375,CUST014597,PROD0027,Electronics,2024-05-13,3,752.69,2258.07,East
1376,CUST033573,PROD0063,Books,2023-05-05,4,101.29,405.16,South
1377,CUST078758,PROD0104,Clothing,2023-01-01,2,516.49,1032.98,North
1378,CUST001280,PROD0053,Home,2023-05-27,5,474.54,2372.7,South
1379,CUST063198,PROD0008,Clothing,2023-06-02,3,177.86,533.58,North
1380,CUST062517,PROD0016,Electronics,2024-07-25,3,187.95,563.85,South
1381,CUST007084,PROD0070,Clothing,2023-01-28,3,659.63,1978.89,West
1382,CUST017772,PROD0027,Books,2024-07-14,4,641.14,2564.56,West
1383,CUST029976,PROD0183,Electronics,2023-02-09,5,269.12,1345.6,North
1384,CUST045649,PROD0193,Clothing,2023-11-11,1,172.56,172.56,South
1385,CUST048286,PROD0005,Books,2023-12-13,5,652.75,3263.75,North
1386,CUST019064,PROD0046,Books,2024-04-28,2,231.17,462.34,East
1387,CUST067643,PROD0150,Home,2024-03-15,5,360.54,1802.7,East
1388,CUST090094,PROD0163,Home,2023-01-18,4,391.26,1565.04,South
1389,CUST086144,PROD0193,Electronics,2023-02-05,4,788.8,3155.2,North
1390,CUST037600,PROD0168,Clothing,2024-06-22,3,136.84,410.52,East
1391,CUST051921,PROD0126,Electronics,2024-05-13,5,355.14,1775.7,North
1392,CUST028530,PROD0039,Clothing,2024-12-08,2,636.5,1273,South
1393,CUST035955,PROD0084,Clothing,2023-08-30,4,72.57,290.28,East
1394,CUST027857,PROD0050,Home,2024-11-29,5,794.38,3971.9,South
1395,CUST002574,PROD0078,Books,2023-06-13,2,441.36,882.72,East
1396,CUST078345,PROD0049,Electronics,2024-07-21,2,611.91,1223.82,South
1397,CUST035368,PROD0011,Books,2024-06-26,1,580.91,580.91,South
1398,CUST099609,PROD0001,Books,2023-11-07,3,82.18,246.54,North
1399,CUST060775,PROD0153,Books,2023-03-27,2,476.54,953.08,South
1400,CUST023753,PROD0112,Electronics,2024-09-09,3,238.8,716.4,West
1401,CUST055030,PROD0017,Books,2024-11-29,3,680.56,2041.68,East
1402,CUST017686,PROD0039,Clothing,2023-04-10,5,249.06,1245.3,South
1403,CUST051694,PROD0176,Books,2024-02-27,2,423.95,847.9,West
1404,CUST055962,PROD0046,Clothing,2024-09-23,4,14.22,56.88,East
1405,CUST076909,PROD0174,Books,2023-07-21,4,366.68,1466.72,East
1406,CUST074533,PROD0061,Clothing,2023-06-28,1,618,618,West
1407,CUST081995,PROD0190,Electronics,2024-08-08,1,41.88,41.88,North
1408,CUST056134,PROD0151,Home,2024-05-11,5,399.96,1999.8,East
1409,CUST097426,PROD0104,Electronics,2023-02-16,2,263.48,526.96,South
1410,CUST061269,PROD0135,Clothing,2023-08-13,1,501.26,501.26,South
1411,CUST092202,PROD0134,Clothing,2024-12-31,1,246.06,246.06,South
1412,CUST038244,PROD0185,Clothing,2024-09-15,1,143.8,143.8,South
1413,CUST057385,PROD0124,Home,2024-01-28,1,449.26,449.26,North
1414,CUST031654,PROD0140,Electronics,2024-09-08,1,618.94,618.94,North
1415,CUST026658,PROD0072,Books,2023-07-09,1,216.61,216.61,North
1416,CUST039953,PROD0052,Books,2024-11-12,1,790.23,790.23,North
1417,CUST022181,PROD0191,Home,2024-01-23,5,429.95,2149.75,West
1418,CUST097433,PROD0015,Electronics,2023-02-16,1,263.32,263.32,South
1419,CUST078412,PROD0158,Home,2024-06-16,5,792.3,3961.5,South
1420,CUST001623,PROD0172,Electronics,2024-01-18,2,423.62,847.24,South
1421,CUST048757,PROD0138,Books,2024-08-16,4,307.13,1228.52,South
1422,CUST040810,PROD0174,Home,2024-01-21,4,780.87,3123.48,South
1423,CUST016726,PROD0129,Home,2024-04-04,2,189.76,379.52,East
1424,CUST061397,PROD0160,Electronics,2024-12-25,3,235.41,706.23,East
1425,CUST051227,PROD0073,Electronics,2023-01-11,3,376.9,1130.7,South
1426,CUST081183,PROD0195,Books,2023-10-04,5,250.96,1254.8,West
1427,CUST082566,PROD0198,Home,2024-06-13,3,786.7,2360.1,North
1428,CUST029403,PROD0182,Clothing,2023-07-15,4,376,1504,South
1429,CUST004264,PROD0014,Electronics,2023-05-15,2,641.19,1282.38,North
1430,CUST096524,PROD0055,Books,2024-04-14,2,430.32,860.64,East
1431,CUST046829,PROD0145,Electronics,2023-10-27,3,557,1671,South
1432,CUST047925,PROD0053,Electronics,2024-02-25,2,764.5,1529,South
1433,CUST074183,PROD0195,Books,2024-01-12,2,550.32,1100.64,East
1434,CUST093066,PROD0158,Home,2024-06-19,4,683.79,2735.16,South
1435,CUST059053,PROD0123,Electronics,2024-04-29,5,329.66,1648.3,East
1436,CUST011665,PROD0066,Clothing,2023-02-08,3,559.05,1677.15,South
1437,CUST035738,PROD0184,Clothing,2024-02-23,2,201.32,402.64,North
1438,CUST089564,PROD0139,Clothing,2023-11-04,4,746.73,2986.92,North
1439,CUST029374,PROD0045,Home,2023-08-08,1,218.55,218.55,East
1440,CUST036398,PROD0061,Home,2024-08-02,3,560.31,1680.93,West
1441,CUST086146,PROD0003,Home,2024-04-17,1,603.19,603.19,East
1442,CUST038710,PROD0012,Electronics,2024-10-05,3,693.98,2081.94,West
1443,CUST061121,PROD0158,Electronics,2023-02-06,3,425.78,1277.34,South
1444,CUST019251,PROD0103,Home,2023-12-06,3,588.46,1765.38,East
1445,CUST021173,PROD0117,Clothing,2024-03-26,3,123.65,370.95,South
1446,CUST011556,PROD0047,Electronics,2024-01-13,1,376.76,376.76,East
1447,CUST087411,PROD0153,Clothing,2024-04-19,3,715.33,2145.99,East
1448,CUST078618,PROD0090,Home,2023-10-25,5,586.73,2933.65,South
1449,CUST053277,PROD0105,Electronics,2024-08-19,5,41.6,208,West
1450,CUST057493,PROD0108,Clothing,2023-04-10,5,400.68,2003.4,West
1451,CUST053003,PROD0135,Books,2024-01-11,2,150.31,300.62,North
1452,CUST089600,PROD0147,Electronics,2024-02-10,1,377.56,377.56,West
1453,CUST072356,PROD0180,Clothing,2023-12-01,3,164.51,493.53,North
1454,CUST091249,PROD0030,Clothing,2024-11-20,1,671.17,671.17,East
1455,CUST024763,PROD0047,Home,2024-05-16,1,348.27,348.27,East
1456,CUST011047,PROD0115,Books,2023-06-01,3,111.1,333.3,South
1457,CUST097000,PROD0162,Electronics,2024-04-01,4,65.98,263.92,North
1458,CUST028770,PROD0086,Electronics,2024-05-23,2,338.76,677.52,West
1459,CUST053303,PROD0119,Clothing,2023-02-24,4,392.78,1571.12,North
1460,CUST023151,PROD0111,Electronics,2024-05-26,3,451.89,1355.67,East
1461,CUST068248,PROD0101,Electronics,2024-11-21,3,455.66,1366.98,North
1462,CUST004854,PROD0147,Electronics,2024-11-06,4,609.43,2437.72,South
1463,CUST094614,PROD0006,Electronics,2024-08-30,3,394.1,1182.3,South
1464,CUST089400,PROD0079,Clothing,2024-05-19,5,452.69,2263.45,North
1465,CUST021793,PROD0012,Electronics,2023-06-06,3,112.49,337.47,South
1466,CUST059130,PROD0134,Clothing,2023-07-17,5,787.77,3938.85,South
1467,CUST074479,PROD0084,Books,2024-01-07,5,292.54,1462.7,South
1468,CUST067299,PROD0025,Home,2024-09-09,3,278.13,834.39,East
1469,CUST031988,PROD0004,Books,2024-06-10,1,20.94,20.94,North
1470,CUST015851,PROD0064,Clothing,2024-11-06,2,174.19,348.38,East
1471,CUST012113,PROD0001,Electronics,2024-12-05,2,699.71,1399.42,North
1472,CUST024059,PROD0039,Home,2023-12-26,3,750.25,2250.75,West
1473,CUST045421,PROD0012,Home,2024-06-20,2,351.45,702.9,East
1474,CUST038891,PROD0135,Clothing,2024-11-04,2,54.14,108.28,North
1475,CUST066018,PROD0181,Electronics,2023-12-25,3,429.04,1287.12,West
1476,CUST047305,PROD0090,Electronics,2023-05-03,4,297.47,1189.88,West
1477,CUST032922,PROD0047,Books,2024-02-19,3,91.9,275.7,West
1478,CUST001525,PROD0063,Clothing,2023-01-15,2,554.8,1109.6,West
1479,CUST015049,PROD0120,Electronics,2023-02-08,3,589.19,1767.57,West
1480,CUST035112,PROD0063,Home,2024-01-07,2,382.37,764.74,South
1481,CUST037905,PROD0038,Home,2024-01-13,4,139.97,559.88,West
1482,CUST054913,PROD0011,Electronics,2024-07-07,5,408.03,2040.15,West
1483,CUST034009,PROD0151,Electronics,2024-04-11,4,257.27,1029.08,South
1484,CUST000061,PROD0154,Books,2023-04-25,3,96.12,288.36,North
1485,CUST074667,PROD0049,Home,2024-02-05,3,746.67,2240.01,West
1486,CUST083560,PROD0006,Clothing,2024-09-25,4,502.38,2009.52,North
1487,CUST055338,PROD0126,Clothing,2023-09-07,1,11.54,11.54,North
1488,CUST013351,PROD0160,Home,2023-11-22,1,546.69,546.69,South
1489,CUST024355,PROD0034,Clothing,2023-12-30,4,330.09,1320.36,East
1490,CUST045187,PROD0018,Books,2023-12-24,2,185.28,370.56,West
1491,CUST028146,PROD0110,Home,2023-10-16,3,558.48,1675.44,South
1492,CUST034021,PROD0046,Home,2024-01-08,4,20.02,80.08,East
1493,CUST086124,PROD0198,Clothing,2023-07-02,4,134.47,537.88,South
1494,CUST075187,PROD0046,Electronics,2024-01-26,3,595.1,1785.3,North
1495,CUST085470,PROD0088,Books,2024-02-10,5,789.1,3945.5,South
1496,CUST020582,PROD0100,Electronics,2024-08-23,3,211.4,634.2,South
1497,CUST088930,PROD0117,Electronics,2024-10-04,3,233.29,699.87,South
1498,CUST023052,PROD0008,Home,2023-01-01,2,533.02,1066.04,South
1499,CUST051475,PROD0001,Clothing,2024-01-28,3,197.62,592.86,North
1500,CUST091749,PROD0124,Electronics,2023-09-18,5,489.12,2445.6,West
1501,CUST069627,PROD0199,Electronics,2024-04-07,3,278.42,835.26,South
1502,CUST006961,PROD0132,Home,2024-09-15,5,642.29,3211.45,East
1503,CUST035773,PROD0092,Books,2023-03-01,4,280.99,1123.96,North
1504,CUST021521,PROD0126,Clothing,2024-05-09,2,330.31,660.62,West
1505,CUST049482,PROD0175,Home,2024-02-09,5,607.82,3039.1,East
1506,CUST036409,PROD0127,Electronics,2024-03-17,2,792.07,1584.14,South
1507,CUST094007,PROD0111,Books,2023-10-20,3,785.69,2357.07,South
1508,CUST057135,PROD0115,Home,2023-05-08,5,317.39,1586.95,West
1509,CUST020492,PROD0005,Electronics,2023-06-14,5,553.22,2766.1,North
1510,CUST001342,PROD0106,Electronics,2024-10-13,1,66.61,66.61,West
1511,CUST044624,PROD0023,Home,2023-06-25,5,684.28,3421.4,East
1512,CUST090328,PROD0048,Home,2023-08-12,5,652.46,3262.3,East
1513,CUST000339,PROD0019,Home,2023-04-15,1,93.55,93.55,South
1514,CUST071432,PROD0039,Clothing,2023-12-19,1,147.63,147.63,East
1515,CUST012255,PROD0058,Electronics,2024-01-05,2,779.95,1559.9,North
1516,CUST051861,PROD0133,Clothing,2024-02-08,4,584.32,2337.28,North
1517,CUST011345,PROD0155,Clothing,2024-08-11,3,394.97,1184.91,South
1518,CUST001751,PROD0015,Electronics,2024-09-16,1,140.75,140.75,North
1519,CUST054757,PROD0081,Electronics,2023-06-13,1,528.8,528.8,North
1520,CUST067958,PROD0140,Books,2023-01-19,5,681.88,3409.4,North
1521,CUST058054,PROD0102,Electronics,2023-10-14,2,355.66,711.32,West
1522,CUST070856,PROD0190,Books,2023-05-18,1,457.56,457.56,West
1523,CUST015897,PROD0136,Home,2023-09-18,2,388.43,776.86,East
1524,CUST055762,PROD0123,Clothing,2023-05-09,2,351.3,702.6,East
1525,CUST062553,PROD0064,Electronics,2024-02-05,5,126.99,634.95,North
1526,CUST077455,PROD0028,Books,2023-06-23,5,60.1,300.5,South
1527,CUST090601,PROD0177,Books,2024-07-03,4,632.38,2529.52,North
1528,CUST027936,PROD0095,Books,2024-03-05,2,784.45,1568.9,North
1529,CUST037642,PROD0156,Electronics,2024-01-02,1,520.7,520.7,North
1530,CUST029712,PROD0098,Clothing,2023-07-25,2,517.17,1034.34,East
1531,CUST070343,PROD0164,Electronics,2024-01-23,5,786.26,3931.3,East
1532,CUST012183,PROD0188,Home,2023-02-07,4,363.85,1455.4,West
1533,CUST087834,PROD0134,Home,2024-02-18,2,95.43,190.86,North
1534,CUST056277,PROD0164,Electronics,2023-10-12,1,361.45,361.45,East
1535,CUST019542,PROD0147,Home,2024-04-27,2,273.63,547.26,East
1536,CUST094458,PROD0131,Home,2023-06-09,5,178.3,891.5,West
1537,CUST082311,PROD0049,Electronics,2024-11-07,3,712.82,2138.46,South
1538,CUST044814,PROD0138,Books,2024-02-18,4,695.95,2783.8,West
1539,CUST037199,PROD0034,Clothing,2024-09-28,2,728.41,1456.82,North
1540,CUST008821,PROD0153,Clothing,2023-05-11,3,672.16,2016.48,East
1541,CUST024071,PROD0092,Clothing,2023-04-20,5,114.97,574.85,West
1542,CUST069769,PROD0170,Clothing,2023-07-31,4,401.91,1607.64,North
1543,CUST011123,PROD0165,Electronics,2024-08-20,3,645.82,1937.46,South
1544,CUST080560,PROD0177,Books,2024-02-10,2,16.88,33.76,South
1545,CUST073544,PROD0156,Clothing,2024-10-18,1,129.45,129.45,North
1546,CUST083442,PROD0056,Home,2023-12-21,3,745.6,2236.8,East
1547,CUST041787,PROD0110,Clothing,2024-05-16,5,120.66,603.3,East
1548,CUST094935,PROD0146,Electronics,2023-10-07,2,550.06,1100.12,North
1549,CUST099805,PROD0112,Home,2023-03-18,5,216.32,1081.6,North
1550,CUST006738,PROD0098,Clothing,2023-01-12,3,243.3,729.9,North
1551,CUST036063,PROD0065,Home,2024-11-20,5,381.47,1907.35,East
1552,CUST054238,PROD0185,Electronics,2023-09-23,5,442.74,2213.7,North
1553,CUST051572,PROD0133,Clothing,2024-09-25,5,317.25,1586.25,South
1554,CUST025511,PROD0007,Electronics,2024-01-10,4,545.37,2181.48,South
1555,CUST019427,PROD0130,Clothing,2024-06-25,3,379.88,1139.64,South
1556,CUST037266,PROD0143,Books,2024-09-21,2,202.93,405.86,North
1557,CUST017851,PROD0153,Clothing,2024-04-03,2,599.71,1199.42,North
1558,CUST066151,PROD0141,Clothing,2023-01-08,5,41.9,209.5,North
1559,CUST087313,PROD0010,Books,2023-07-17,1,618.85,618.85,East
1560,CUST089614,PROD0200,Clothing,2023-07-11,1,325.28,325.28,South
1561,CUST074911,PROD0061,Books,2024-12-16,2,434.74,869.48,West
1562,CUST052376,PROD0070,Home,2024-08-08,4,295.5,1182,South
1563,CUST035436,PROD0002,Clothing,2024-05-05,1,147.72,147.72,West
1564,CUST096444,PROD0128,Books,2024-08-06,4,449.29,1797.16,East
1565,CUST057133,PROD0051,Books,2024-07-16,4,58.43,233.72,East
1566,CUST078946,PROD0126,Books,2023-11-08,5,20.16,100.8,West
1567,CUST082051,PROD0190,Clothing,2023-08-09,3,570.48,1711.44,South
1568,CUST095403,PROD0140,Clothing,2023-03-06,2,136.53,273.06,East
1569,CUST002984,PROD0181,Clothing,2023-11-30,3,786.74,2360.22,West
1570,CUST097242,PROD0116,Electronics,2023-05-14,2,399.39,798.78,West
1571,CUST020663,PROD0101,Electronics,2024-03-26,4,180.17,720.68,North
1572,CUST023511,PROD0019,Electronics,2024-05-25,1,233.08,233.08,South
1573,CUST078188,PROD0087,Clothing,2023-09-09,2,227.42,454.84,West
1574,CUST040999,PROD0038,Electronics,2023-10-12,1,566.28,566.28,East
1575,CUST056847,PROD0068,Home,2023-07-16,4,324.77,1299.08,West
1576,CUST094072,PROD0099,Books,2023-08-03,1,670.58,670.58,North
1577,CUST006641,PROD0196,Electronics,2024-04-10,1,420.05,420.05,West
1578,CUST044548,PROD0094,Clothing,2024-12-15,1,581.31,581.31,East
1579,CUST054621,PROD0160,Books,2023-01-30,4,52.06,208.24,South
1580,CUST015318,PROD0022,Electronics,2023-04-07,4,352.16,1408.64,South
1581,CUST007565,PROD0095,Electronics,2024-06-26,3,504.09,1512.27,North
1582,CUST027346,PROD0090,Home,2023-09-09,2,612.25,1224.5,North
1583,CUST094224,PROD0061,Electronics,2023-06-24,5,378.94,1894.7,West
1584,CUST079274,PROD0066,Home,2024-09-10,1,660.14,660.14,North
1585,CUST074860,PROD0103,Books,2024-12-01,3,503.22,1509.66,West
1586,CUST080766,PROD0049,Books,2023-08-27,3,776.14,2328.42,West
1587,CUST074039,PROD0009,Electronics,2024-05-01,5,106.59,532.95,North
1588,CUST052394,PROD0091,Electronics,2023-09-20,1,743.04,743.04,South
1589,CUST066082,PROD0035,Home,2024-07-11,3,325.86,977.58,North
1590,CUST029431,PROD0087,Clothing,2024-03-18,5,289.21,1446.05,South
1591,CUST075533,PROD0171,Books,2023-05-01,1,710.84,710.84,West
1592,CUST027789,PROD0165,Electronics,2024-02-25,4,217.01,868.04,South
1593,CUST095506,PROD0104,Home,2024-11-08,5,36.69,183.45,North
1594,CUST048544,PROD0172,Books,2024-05-19,1,279.79,279.79,West
1595,CUST013920,PROD0183,Books,2024-06-07,1,554.32,554.32,North
1596,CUST069347,PROD0046,Books,2023-10-31,2,589.74,1179.48,East
1597,CUST096123,PROD0099,Home,2023-07-27,3,250.37,751.11,West
1598,CUST039975,PROD0035,Home,2024-08-04,1,93,93,North
1599,CUST016372,PROD0025,Books,2023-09-03,1,617.78,617.78,West
1600,CUST045085,PROD0152,Electronics,2024-10-17,5,624.13,3120.65,South
1601,CUST029630,PROD0124,Electronics,2023-07-31,4,500.23,2000.92,North
1602,CUST051185,PROD0189,Clothing,2024-03-15,5,318.43,1592.15,North
1603,CUST061917,PROD0026,Books,2023-11-09,4,139.13,556.52,East
1604,CUST073973,PROD0012,Books,2023-01-05,2,140.71,281.42,North
1605,CUST062188,PROD0104,Clothing,2023-07-30,3,367.09,1101.27,East
1606,CUST012985,PROD0162,Clothing,2023-05-26,1,538.31,538.31,West
1607,CUST033040,PROD0030,Books,2023-12-01,4,207.64,830.56,West
1608,CUST085432,PROD0077,Clothing,2024-03-12,3,476.33,1428.99,West
1609,CUST083692,PROD0086,Electronics,2024-10-26,2,323.07,646.14,South
1610,CUST058607,PROD0027,Clothing,2024-12-06,3,470.73,1412.19,South
1611,CUST010617,PROD0099,Electronics,2023-10-10,3,427.95,1283.85,North
1612,CUST050073,PROD0193,Home,2024-03-15,1,417.12,417.12,South
1613,CUST024575,PROD0003,Clothing,2023-07-20,1,29.46,29.46,North
1614,CUST003431,PROD0063,Books,2024-01-01,2,133.14,266.28,West
1615,CUST012677,PROD0010,Electronics,2023-01-18,1,279.21,279.21,South
1616,CUST010817,PROD0174,Home,2023-06-06,1,287.12,287.12,North
1617,CUST032734,PROD0085,Electronics,2023-01-28,4,477.81,1911.24,South
1618,CUST085681,PROD0027,Clothing,2023-05-27,1,329.71,329.71,West
1619,CUST002051,PROD0055,Books,2023-10-16,4,35.38,141.52,South
1620,CUST033934,PROD0199,Home,2024-01-15,1,638.71,638.71,North
1621,CUST024952,PROD0126,Books,2023-11-10,3,209.44,628.32,West
1622,CUST032414,PROD0144,Electronics,2023-08-29,3,315.68,947.04,North
1623,CUST034802,PROD0129,Electronics,2024-08-16,3,602.46,1807.38,East
1624,CUST055620,PROD0033,Clothing,2024-11-22,4,393.7,1574.8,West
1625,CUST032914,PROD0173,Home,2024-06-19,5,418.03,2090.15,South
1626,CUST040601,PROD0166,Electronics,2024-02-05,5,274.71,1373.55,West
1627,CUST057776,PROD0005,Electronics,2023-09-06,2,427.85,855.7,North
1628,CUST090817,PROD0095,Clothing,2024-08-11,1,260.06,260.06,West
1629,CUST090094,PROD0187,Home,2024-10-11,3,614.05,1842.15,South
1630,CUST035401,PROD0051,Clothing,2024-07-19,3,230.83,692.49,West
1631,CUST004495,PROD0191,Books,2023-07-21,4,68.44,273.76,South
1632,CUST080689,PROD0115,Electronics,2024-04-24,4,737.56,2950.24,South
1633,CUST089432,PROD0031,Electronics,2024-04-12,5,90.75,453.75,North
1634,CUST074692,PROD0069,Electronics,2024-07-30,1,547.73,547.73,West
1635,CUST097420,PROD0152,Clothing,2023-09-25,5,795.95,3979.75,East
1636,CUST043002,PROD0085,Books,2024-03-21,1,84.87,84.87,North
1637,CUST067365,PROD0105,Electronics,2023-03-26,2,404.06,808.12,North
1638,CUST045029,PROD0198,Home,2023-12-12,1,660.36,660.36,East
1639,CUST097660,PROD0032,Clothing,2024-07-05,1,798.57,798.57,North
1640,CUST037574,PROD0158,Clothing,2023-03-20,4,174.86,699.44,South
1641,CUST000807,PROD0056,Electronics,2024-09-05,3,146.42,439.26,East
1642,CUST056639,PROD0065,Books,2023-03-22,1,734.17,734.17,South
1643,CUST029758,PROD0170,Electronics,2024-04-18,5,61.67,308.35,South
1644,CUST034637,PROD0034,Books,2024-01-16,3,625.44,1876.32,South
1645,CUST080098,PROD0109,Clothing,2023-07-26,4,379.96,1519.84,North
1646,CUST048281,PROD0049,Electronics,2023-12-15,3,218.16,654.48,South
1647,CUST024263,PROD0022,Home,2023-10-31,4,192.15,768.6,North
1648,CUST080436,PROD0192,Electronics,2023-08-01,1,100.33,100.33,East
1649,CUST062212,PROD0068,Books,2024-02-07,5,752.65,3763.25,West
1650,CUST054843,PROD0147,Clothing,2023-09-06,3,551.12,1653.36,West
1651,CUST056980,PROD0155,Clothing,2023-02-11,2,544.76,1089.52,South
1652,CUST081471,PROD0085,Electronics,2024-04-01,3,563.18,1689.54,North
1653,CUST038198,PROD0032,Books,2024-04-14,5,132.52,662.6,West
1654,CUST041845,PROD0164,Electronics,2024-04-07,4,267.15,1068.6,South
1655,CUST064755,PROD0166,Electronics,2023-08-07,2,77.42,154.84,West
1656,CUST034158,PROD0144,Books,2024-11-05,3,654.87,1964.61,North
1657,CUST077130,PROD0031,Home,2024-05-16,4,718.88,2875.52,West
1658,CUST040043,PROD0076,Electronics,2023-05-03,3,86.67,260.01,North
1659,CUST061666,PROD0119,Clothing,2024-05-30,2,794.63,1589.26,North
1660,CUST082857,PROD0103,Clothing,2023-01-25,5,615.56,3077.8,West
1661,CUST027377,PROD0029,Books,2023-07-03,4,674.49,2697.96,West
1662,CUST055555,PROD0047,Books,2024-06-14,4,415.83,1663.32,South
1663,CUST014200,PROD0120,Electronics,2023-11-15,5,793.17,3965.85,South
1664,CUST081413,PROD0033,Books,2024-05-13,4,348.63,1394.52,North
1665,CUST050949,PROD0137,Electronics,2023-08-17,2,353.04,706.08,North
1666,CUST073782,PROD0037,Home,2024-07-30,4,269.41,1077.64,South
1667,CUST072751,PROD0078,Home,2023-08-04,4,196.48,785.92,East
1668,CUST066263,PROD0131,Electronics,2024-04-23,3,414.65,1243.95,North
1669,CUST046601,PROD0147,Books,2024-08-06,3,439.02,1317.06,West
1670,CUST076899,PROD0019,Clothing,2023-11-20,3,643.34,1930.02,North
1671,CUST062484,PROD0126,Clothing,2023-09-05,3,89.3,267.9,East
1672,CUST018298,PROD0054,Clothing,2023-11-30,2,451.6,903.2,South
1673,CUST030449,PROD0117,Clothing,2024-06-13,3,190.08,570.24,East
1674,CUST026173,PROD0121,Electronics,2024-01-01,5,470.81,2354.05,South
1675,CUST042875,PROD0054,Clothing,2023-04-09,2,559.89,1119.78,South
1676,CUST007658,PROD0061,Books,2023-02-11,4,333.34,1333.36,North
1677,CUST084387,PROD0143,Electronics,2023-10-19,4,542.16,2168.64,East
1678,CUST025426,PROD0164,Clothing,2023-04-06,3,702.29,2106.87,West
1679,CUST026686,PROD0046,Books,2023-02-12,3,693.56,2080.68,West
1680,CUST024579,PROD0028,Clothing,2023-03-16,2,177.98,355.96,North
1681,CUST028832,PROD0027,Electronics,2024-10-06,3,86.59,259.77,West
1682,CUST007907,PROD0002,Books,2024-04-28,5,125.28,626.4,East
1683,CUST061414,PROD0047,Clothing,2024-08-26,5,608.88,3044.4,East
1684,CUST054029,PROD0153,Clothing,2023-10-12,2,358.08,716.16,West
1685,CUST007288,PROD0179,Books,2023-12-10,2,596.31,1192.62,South
1686,CUST033661,PROD0063,Electronics,2024-04-13,4,683.66,2734.64,East
1687,CUST075759,PROD0132,Electronics,2024-07-13,3,715.43,2146.29,South
1688,CUST060505,PROD0001,Clothing,2024-02-25,4,732.99,2931.96,East
1689,CUST059721,PROD0126,Books,2024-07-25,1,103.12,103.12,South
1690,CUST034702,PROD0099,Electronics,2024-10-30,1,231.45,231.45,South
1691,CUST083301,PROD0013,Books,2023-10-02,2,126.89,253.78,East
1692,CUST017675,PROD0123,Home,2024-02-28,4,340.52,1362.08,West
1693,CUST083561,PROD0196,Clothing,2024-08-22,2,554.69,1109.38,North
1694,CUST023875,PROD0074,Electronics,2023-11-03,4,635.9,2543.6,South
1695,CUST043643,PROD0051,Books,2023-01-04,2,612.55,1225.1,East
1696,CUST097821,PROD0190,Electronics,2023-11-18,4,715.34,2861.36,North
1697,CUST065161,PROD0072,Electronics,2024-06-05,1,667.47,667.47,North
1698,CUST017603,PROD0115,Electronics,2023-11-22,5,37.99,189.95,East
1699,CUST088802,PROD0177,Electronics,2023-11-16,1,16.76,16.76,North
1700,CUST025932,PROD0200,Books,2024-10-18,4,466.45,1865.8,West
1701,CUST094378,PROD0097,Clothing,2023-02-16,4,274.29,1097.16,East
1702,CUST029193,PROD0119,Electronics,2024-05-14,3,339.93,1019.79,North
1703,CUST046543,PROD0132,Home,2024-10-05,2,340.95,681.9,South
1704,CUST042521,PROD0189,Books,2024-09-07,4,690.42,2761.68,West
1705,CUST064773,PROD0085,Electronics,2023-02-28,2,87.5,175,East
1706,CUST058763,PROD0055,Books,2024-03-09,1,267.01,267.01,South
1707,CUST050107,PROD0140,Clothing,2023-02-15,2,28.49,56.98,North
1708,CUST081122,PROD0151,Clothing,2024-01-26,4,761.82,3047.28,South
1709,CUST025560,PROD0173,Home,2024-04-29,1,21.97,21.97,West
1710,CUST033743,PROD0132,Clothing,2024-10-01,2,361.03,722.06,North
1711,CUST069670,PROD0155,Clothing,2023-01-10,1,125.79,125.79,North
1712,CUST080200,PROD0190,Electronics,2023-02-16,5,450.48,2252.4,West
1713,CUST021755,PROD0148,Electronics,2023-07-23,5,776.62,3883.1,South
1714,CUST003973,PROD0131,Clothing,2023-06-03,4,496.21,1984.84,North
1715,CUST070832,PROD0149,Electronics,2023-01-28,1,721.51,721.51,North
1716,CUST041874,PROD0190,Books,2023-03-03,4,361.85,1447.4,North
1717,CUST094662,PROD0113,Books,2024-12-25,4,594.95,2379.8,South
1718,CUST009904,PROD0016,Electronics,2024-01-22,2,167.68,335.36,North
1719,CUST003021,PROD0002,Electronics,2024-03-17,2,63.83,127.66,East
1720,CUST041756,PROD0081,Clothing,2024-07-14,2,591.49,1182.98,West
1721,CUST085957,PROD0021,Home,2024-06-27,5,471.31,2356.55,West
